81 stops, 800 students, 20.000 maximum walk, 50 capacity

0	50.000	50.000
1	74.350	63.070
2	71.655	61.990
3	66.821	28.227
4	27.502	43.385
5	71.249	65.059
6	51.960	41.389
7	20.169	25.809
8	39.259	26.929
9	79.026	70.395
10	62.000	57.490
11	61.125	78.633
12	66.957	27.019
13	63.802	59.800
14	24.510	76.461
15	39.587	27.282
16	41.878	70.849
17	55.855	52.018
18	25.620	65.422
19	56.793	58.692
20	24.812	76.652
21	61.752	31.189
22	34.223	58.415
23	26.454	60.047
24	46.254	35.404
25	70.727	60.254
26	21.933	51.223
27	69.538	37.243
28	29.071	48.490
29	32.456	72.887
30	29.377	28.744
31	45.406	60.612
32	21.615	24.739
33	27.636	38.263
34	45.315	32.231
35	50.938	67.789
36	43.121	40.981
37	29.156	44.645
38	27.491	63.168
39	20.568	72.633
40	76.792	49.444
41	25.998	72.656
42	70.135	49.848
43	67.465	37.673
44	49.272	20.219
45	32.621	32.554
46	20.759	68.865
47	60.473	44.606
48	72.558	48.103
49	38.009	74.610
50	53.600	68.411
51	63.851	68.089
52	27.378	27.110
53	75.283	22.946
54	37.101	60.229
55	32.478	34.859
56	72.129	47.288
57	58.959	57.095
58	71.539	22.399
59	59.304	35.928
60	41.753	51.861
61	40.792	76.234
62	79.231	42.508
63	64.876	72.830
64	23.096	25.737
65	31.680	35.821
66	22.779	51.717
67	59.825	37.100
68	78.372	73.100
69	37.401	51.335
70	56.736	57.204
71	23.427	69.975
72	57.139	77.180
73	60.326	76.531
74	69.965	33.277
75	54.057	22.378
76	67.773	58.440
77	75.872	60.335
78	35.904	62.195
79	33.156	67.505
80	45.084	65.820


1	74.111	76.747
2	87.321	66.965
3	76.672	63.797
4	68.105	66.719
5	73.525	78.379
6	82.195	54.408
7	74.237	66.031
8	85.111	49.463
9	89.200	58.457
10	87.032	58.714
11	72.508	62.008
12	82.785	47.379
13	57.713	66.568
14	67.570	60.308
15	80.243	60.723
16	68.801	61.129
17	73.513	67.942
18	69.949	63.790
19	74.702	77.141
20	62.602	72.899
21	53.928	29.144
22	75.643	28.952
23	74.658	23.442
24	71.342	22.224
25	62.540	30.873
26	59.335	31.602
27	64.851	 8.813
28	70.047	42.108
29	66.819	27.919
30	60.321	36.598
31	27.227	34.799
32	40.690	38.702
33	20.353	35.180
34	18.113	41.287
35	30.661	45.186
36	27.632	40.922
37	31.011	53.841
38	27.118	30.479
39	24.419	47.127
40	32.561	45.382
41	57.575	50.835
42	60.400	70.131
43	52.301	61.305
44	76.815	67.267
45	71.003	53.388
46	69.687	68.460
47	80.063	68.179
48	75.905	53.946
49	71.486	65.617
50	69.507	60.013
51	50.220	42.657
52	46.029	53.069
53	33.118	43.704
54	37.777	37.017
55	58.562	31.677
56	65.546	29.162
57	48.373	41.357
58	49.615	44.443
59	55.673	54.869
60	57.749	32.094
61	36.781	36.082
62	 1.559	26.522
63	 6.885	25.412
64	20.288	25.975
65	18.215	43.042
66	 8.231	 9.974
67	20.356	37.392
68	12.247	28.906
69	 8.405	32.309
70	17.088	35.422
71	35.917	34.171
72	49.523	41.637
73	34.348	39.494
74	32.215	26.859
75	28.609	35.344
76	41.540	12.163
77	37.460	20.308
78	31.783	29.185
79	50.501	25.714
80	40.038	26.128
81	86.039	72.603
82	97.816	68.277
83	71.697	62.978
84	73.991	64.908
85	86.981	56.998
86	84.421	78.988
87	76.967	79.990
88	79.527	89.265
89	97.777	68.846
90	74.205	54.203
91	51.249	69.397
92	47.245	58.487
93	63.494	50.897
94	61.373	62.056
95	72.235	50.111
96	47.525	65.924
97	65.303	58.069
98	63.783	56.141
99	66.169	75.162
100	54.504	40.522
101	58.772	93.264
102	67.755	80.537
103	61.921	81.699
104	69.800	90.167
105	60.815	78.417
106	60.252	76.032
107	75.562	81.250
108	63.203	72.459
109	45.032	86.304
110	51.304	80.444
111	82.343	29.703
112	59.674	37.738
113	57.832	19.403
114	79.733	37.576
115	69.919	42.530
116	63.364	17.109
117	47.809	22.868
118	57.497	17.336
119	71.648	45.372
120	64.997	23.246
121	63.800	60.282
122	62.783	63.447
123	66.442	60.739
124	62.371	43.449
125	63.208	60.182
126	63.529	52.715
127	66.231	60.152
128	68.962	61.201
129	65.147	59.187
130	62.624	61.507
131	 7.847	66.789
132	24.663	76.071
133	18.408	83.022
134	21.999	87.855
135	26.507	70.723
136	37.663	66.304
137	23.735	76.077
138	19.057	65.051
139	17.860	76.437
140	34.502	87.584
141	41.063	28.567
142	34.077	20.500
143	36.732	26.195
144	36.261	 8.186
145	35.000	31.807
146	43.574	13.807
147	57.502	18.917
148	36.466	33.719
149	27.408	36.167
150	57.127	21.546
151	45.191	70.259
152	43.714	71.559
153	36.966	75.114
154	44.675	78.234
155	57.581	80.293
156	24.404	71.420
157	43.270	76.007
158	46.196	70.953
159	48.574	81.168
160	27.637	70.310
161	59.218	49.162
162	45.523	57.432
163	62.459	52.982
164	51.880	60.540
165	56.701	39.335
166	68.442	52.770
167	41.423	49.825
168	42.916	41.784
169	50.023	42.141
170	43.699	45.351
171	12.223	62.234
172	42.190	72.482
173	44.985	70.335
174	17.897	73.533
175	41.369	56.644
176	30.164	55.574
177	31.028	76.969
178	31.048	80.712
179	24.871	50.601
180	23.262	69.350
181	54.913	45.156
182	49.362	41.468
183	51.760	66.937
184	57.172	63.198
185	57.734	54.998
186	58.443	58.086
187	61.530	41.882
188	73.360	50.952
189	65.742	52.790
190	64.931	67.459
191	39.633	82.681
192	18.179	73.578
193	29.124	65.289
194	10.814	85.834
195	16.591	90.597
196	28.735	69.444
197	41.973	81.928
198	13.173	71.759
199	30.167	65.974
200	17.134	84.973
201	73.262	19.670
202	72.234	47.311
203	55.727	34.899
204	57.614	35.069
205	64.577	31.745
206	63.729	29.164
207	67.966	16.660
208	61.780	31.225
209	72.465	21.161
210	46.858	23.049
211	30.396	71.155
212	35.089	74.127
213	35.270	72.628
214	28.250	60.523
215	29.452	56.412
216	50.572	56.437
217	38.299	59.474
218	34.877	67.656
219	37.974	70.534
220	46.454	63.315
221	24.366	41.093
222	15.535	67.402
223	29.462	63.076
224	37.472	62.905
225	24.827	51.402
226	23.271	59.363
227	11.397	51.437
228	25.903	60.241
229	33.810	61.433
230	28.111	78.760
231	34.958	46.273
232	46.333	49.617
233	35.755	44.029
234	58.828	31.956
235	44.193	34.019
236	45.080	45.325
237	38.268	48.130
238	34.521	47.060
239	30.659	33.221
240	53.076	51.763
241	75.025	49.390
242	71.237	55.887
243	69.348	60.585
244	61.193	73.506
245	66.381	66.742
246	74.291	58.386
247	60.392	60.919
248	72.330	54.500
249	69.997	74.170
250	71.926	59.329
251	21.136	54.973
252	14.655	56.825
253	19.381	48.491
254	27.686	56.110
255	22.287	54.880
256	35.815	60.728
257	27.288	63.690
258	22.510	54.249
259	12.636	40.178
260	21.863	47.955
261	63.536	34.440
262	71.928	32.365
263	85.787	42.619
264	54.842	41.342
265	74.557	24.709
266	79.845	23.383
267	83.725	47.394
268	75.374	26.317
269	72.055	33.843
270	80.424	23.450
271	15.510	41.724
272	28.239	49.368
273	12.705	53.078
274	35.209	45.564
275	29.583	54.309
276	31.007	53.447
277	31.661	47.962
278	30.644	46.426
279	26.028	48.607
280	40.530	57.944
281	32.549	74.535
282	32.165	88.557
283	32.944	71.550
284	48.284	79.190
285	39.292	74.417
286	44.662	82.532
287	29.589	72.085
288	33.920	73.117
289	14.781	77.147
290	39.675	75.810
291	29.274	28.964
292	21.198	37.978
293	37.123	26.023
294	30.177	28.374
295	29.452	29.688
296	30.078	39.924
297	23.206	10.461
298	11.225	35.156
299	31.754	27.070
300	22.545	45.877
301	46.922	69.570
302	32.874	74.778
303	34.544	57.084
304	53.786	46.754
305	38.537	41.953
306	49.125	45.937
307	45.771	61.413
308	53.255	65.334
309	28.991	57.363
310	63.395	55.200
311	 9.838	18.686
312	14.147	20.857
313	28.120	35.232
314	10.664	26.168
315	26.408	28.959
316	27.138	41.932
317	24.513	 6.561
318	10.716	28.156
319	30.602	11.900
320	31.403	30.579
321	34.834	30.481
322	35.625	54.574
323	36.972	30.623
324	36.824	44.624
325	34.315	37.303
326	31.163	24.608
327	32.720	29.648
328	16.315	24.510
329	27.503	37.975
330	28.220	30.331
331	54.176	37.477
332	39.328	35.071
333	34.664	30.531
334	40.599	33.901
335	40.307	48.320
336	60.942	38.853
337	52.269	24.440
338	48.337	31.763
339	55.562	30.611
340	42.058	15.510
341	53.010	67.175
342	42.018	54.462
343	60.720	67.946
344	66.789	76.847
345	56.145	68.040
346	51.211	66.207
347	34.379	74.155
348	37.375	76.098
349	41.900	77.892
350	43.999	78.925
351	45.371	41.364
352	40.571	43.409
353	50.366	40.099
354	48.427	32.047
355	42.836	44.181
356	27.186	39.930
357	40.878	33.786
358	56.030	40.502
359	43.214	41.027
360	59.093	33.724
361	31.713	45.270
362	28.211	42.573
363	21.838	44.407
364	33.325	30.338
365	20.108	46.400
366	45.672	49.074
367	27.479	42.710
368	26.670	62.095
369	33.617	39.067
370	45.074	39.282
371	27.022	55.321
