81 stops, 800 students,  5.000 maximum walk, 25 capacity

0	50.000	50.000
1	90.284	52.306
2	85.111	55.781
3	67.788	30.132
4	80.641	82.206
5	63.062	84.224
6	15.555	73.603
7	73.084	86.997
8	72.601	86.923
9	57.710	57.311
10	19.041	29.469
11	65.078	49.718
12	75.074	50.182
13	73.219	88.373
14	61.603	37.619
15	57.710	68.630
16	94.220	14.542
17	72.142	85.631
18	67.840	63.142
19	85.987	25.391
20	41.189	85.640
21	13.287	65.382
22	54.827	51.683
23	70.803	23.562
24	48.778	77.587
25	 8.473	63.780
26	26.862	65.831
27	 7.196	62.471
28	18.623	34.090
29	26.182	64.784
30	31.925	18.282
31	64.520	54.893
32	25.110	83.363
33	34.555	35.187
34	55.229	 8.917
35	46.687	78.391
36	50.768	31.124
37	45.513	41.779
38	74.127	31.077
39	28.410	25.880
40	29.323	67.416
41	23.325	57.883
42	81.484	40.578
43	68.667	18.892
44	39.465	36.527
45	48.993	72.942
46	84.529	11.559
47	50.897	72.564
48	23.282	23.085
49	72.472	81.539
50	72.963	67.081
51	24.383	67.381
52	49.200	 8.818
53	87.489	51.796
54	61.255	11.524
55	16.952	90.919
56	62.811	12.536
57	 9.225	18.675
58	87.176	69.334
59	85.104	28.216
60	 8.390	38.032
61	57.145	37.642
62	53.498	83.562
63	61.916	52.974
64	82.341	84.830
65	92.593	16.787
66	78.566	73.833
67	15.130	88.913
68	47.809	82.935
69	39.454	55.897
70	58.322	66.127
71	10.950	18.474
72	30.465	86.670
73	58.529	27.951
74	70.749	90.277
75	87.003	52.811
76	24.744	61.951
77	18.590	69.545
78	33.176	68.415
79	36.371	47.958
80	15.597	20.194


1	89.707	54.605
2	88.198	50.419
3	88.601	51.503
4	91.067	52.787
5	89.683	50.789
6	91.861	52.071
7	91.159	50.063
8	86.192	50.636
9	90.325	52.368
10	92.456	54.097
11	84.835	51.056
12	83.774	60.399
13	81.293	57.830
14	86.690	59.340
15	86.342	53.194
16	82.842	54.751
17	85.475	57.629
18	86.115	53.435
19	85.076	55.762
20	83.545	55.841
21	65.652	26.568
22	71.356	32.718
23	67.407	29.283
24	64.985	29.828
25	67.012	31.997
26	66.590	32.084
27	67.656	29.495
28	65.691	26.278
29	66.063	27.304
30	65.167	31.907
31	85.115	80.909
32	83.705	78.261
33	82.827	82.574
34	81.067	83.278
35	81.607	84.387
36	78.442	78.730
37	81.288	85.103
38	81.303	77.577
39	82.683	81.313
40	79.322	86.365
41	66.095	87.037
42	66.268	86.327
43	63.765	88.894
44	62.894	85.754
45	62.632	82.830
46	62.101	80.085
47	64.861	83.491
48	63.047	87.930
49	62.464	86.440
50	65.813	80.735
51	15.001	73.965
52	13.786	73.318
53	17.854	77.360
54	14.793	69.646
55	13.550	69.408
56	15.336	73.597
57	13.686	70.363
58	13.424	73.606
59	11.022	71.839
60	15.599	73.828
61	75.078	84.287
62	74.015	85.751
63	73.073	86.922
64	71.909	88.544
65	71.022	83.513
66	73.154	87.035
67	74.121	83.834
68	69.697	89.174
69	72.853	85.656
70	71.080	90.131
71	72.240	87.489
72	72.751	85.875
73	77.272	88.046
74	72.632	86.819
75	73.953	86.524
76	69.852	90.882
77	71.373	84.328
78	73.805	88.339
79	72.259	87.996
80	69.841	82.806
81	58.733	57.773
82	53.266	59.306
83	56.422	55.593
84	57.795	57.259
85	58.474	55.455
86	58.188	52.934
87	56.065	57.951
88	54.671	54.925
89	55.955	59.437
90	57.676	57.098
91	19.261	29.866
92	22.888	31.595
93	19.733	31.299
94	19.598	29.252
95	19.926	29.896
96	17.455	27.905
97	16.131	29.566
98	21.022	33.467
99	16.728	33.401
100	21.489	26.780
101	62.361	46.778
102	60.793	49.672
103	64.120	50.788
104	63.437	54.055
105	66.078	49.113
106	62.259	48.368
107	61.015	49.754
108	65.548	51.475
109	65.363	49.861
110	62.875	54.160
111	75.492	48.778
112	76.651	48.666
113	73.818	51.302
114	75.275	47.823
115	73.687	50.572
116	73.288	53.036
117	76.274	48.446
118	72.890	47.131
119	75.113	50.824
120	72.120	47.270
121	75.021	87.407
122	72.916	90.399
123	72.788	88.903
124	74.633	88.317
125	75.061	85.429
126	73.352	86.691
127	71.004	88.953
128	77.214	87.257
129	68.750	86.750
130	76.278	85.528
131	62.331	36.560
132	60.824	36.681
133	60.750	33.020
134	66.012	36.086
135	60.886	37.934
136	57.817	39.839
137	60.058	38.964
138	62.271	35.642
139	61.473	37.671
140	60.672	42.174
141	57.524	68.375
142	58.269	70.123
143	59.458	72.080
144	57.185	68.338
145	57.703	68.603
146	57.138	67.095
147	59.899	70.622
148	60.864	70.044
149	58.402	68.533
150	57.319	68.245
151	97.547	12.845
152	92.386	14.343
153	95.465	10.576
154	92.123	15.694
155	93.435	16.486
156	94.952	10.538
157	91.418	16.748
158	94.878	17.685
159	90.886	13.567
160	91.848	10.430
161	72.244	85.544
162	71.267	88.464
163	71.256	87.755
164	68.284	83.130
165	75.421	88.664
166	74.149	88.085
167	72.141	85.620
168	71.108	80.745
169	72.105	85.596
